"Date","Price","Open","High","Low","Change %"
"Aug 12, 2012","6.3583","6.3602","6.3692","6.3553","-0.03%"
"Aug 05, 2012","6.3604","6.3725","6.3744","6.3498","-0.19%"
"Jul 29, 2012","6.3724","6.3811","6.3812","6.3562","-0.13%"
"Jul 22, 2012","6.3809","6.3735","6.3964","6.3732","0.11%"
"Jul 15, 2012","6.3737","6.3792","6.3792","6.3679","-0.09%"
"Jul 08, 2012","6.3792","6.3642","6.3819","6.3634","0.23%"
"Jul 01, 2012","6.3644","6.3537","6.3681","6.3456","0.17%"
"Jun 24, 2012","6.3537","6.3649","6.3792","6.3525","-0.18%"
"Jun 17, 2012","6.3649","6.3656","6.3656","6.3523","-0.01%"
"Jun 10, 2012","6.3656","6.3702","6.3785","6.3618","-0.07%"
"Jun 03, 2012","6.3702","6.3689","6.3710","6.3562","0.01%"
"May 27, 2012","6.3695","6.3443","6.3783","6.3408","0.40%"
"May 20, 2012","6.3441","6.3281","6.3524","6.3197","0.25%"
"May 13, 2012","6.3283","6.3102","6.3302","6.3100","0.29%"
"May 06, 2012","6.3102","6.3064","6.3191","6.3060","0.07%"
"Apr 29, 2012","6.3060","6.3099","6.3101","6.2949","-0.06%"
"Apr 22, 2012","6.3099","6.3091","6.3125","6.2948","0.02%"
"Apr 15, 2012","6.3086","6.3024","6.3267","6.2929","0.08%"
"Apr 08, 2012","6.3035","6.3064","6.3133","6.2959","-0.06%"
"Apr 01, 2012","6.3072","6.2995","6.3211","6.2995","0.15%"
"Mar 25, 2012","6.2980","6.3040","6.3155","6.2965","-0.13%"
"Mar 18, 2012","6.3061","6.3243","6.3300","6.2862","-0.27%"
"Mar 11, 2012","6.3230","6.3202","6.3476","6.3183","0.19%"
"Mar 04, 2012","6.3107","6.2981","6.3180","6.2981","0.19%"
"Feb 26, 2012","6.2990","6.2988","6.3036","6.2917","0.02%"
"Feb 19, 2012","6.2978","6.2988","6.3039","6.2918","-0.02%"
"Feb 12, 2012","6.2988","6.2953","6.3059","6.2943","-0.01%"
"Feb 05, 2012","6.2995","6.3032","6.3141","6.2881","-0.06%"
"Jan 29, 2012","6.3030","6.3334","6.3334","6.2983","-0.49%"
"Jan 22, 2012","6.3340","6.3340","6.3340","6.3340","0.00%"
"Jan 15, 2012","6.3340","6.3075","6.3393","6.3074","0.43%"
"Jan 08, 2012","6.3068","6.3093","6.3243","6.3056","-0.04%"
"Jan 01, 2012","6.3094","6.2941","6.3138","6.2919","0.25%"
"Dec 25, 2011","6.2939","6.3365","6.3368","6.2939","-0.68%"
"Dec 18, 2011","6.3373","6.3491","6.3582","6.3272","-0.17%"
"Dec 11, 2011","6.3484","6.3644","6.3742","6.3305","-0.25%"
"Dec 04, 2011","6.3644","6.3602","6.3665","6.3500","0.06%"
"Nov 27, 2011","6.3603","6.3740","6.3871","6.3584","-0.33%"
"Nov 20, 2011","6.3816","6.3529","6.3828","6.3514","0.39%"
"Nov 13, 2011","6.3568","6.3418","6.3647","6.3327","0.23%"
"Nov 06, 2011","6.3420","6.3397","6.3600","6.3364","0.02%"
"Oct 30, 2011","6.3410","6.3580","6.3611","6.3399","-0.28%"
"Oct 23, 2011","6.3588","6.3850","6.3850","6.3387","-0.39%"
"Oct 16, 2011","6.3838","6.3799","6.3917","6.3663","0.08%"
"Oct 09, 2011","6.3790","6.3755","6.3920","6.3373","0.06%"
"Oct 02, 2011","6.3750","6.3750","6.3785","6.3750","-0.11%"
"Sep 25, 2011","6.3822","6.3912","6.4024","6.3788","-0.09%"
"Sep 18, 2011","6.3880","6.3844","6.4011","6.3776","0.08%"
"Sep 11, 2011","6.3830","6.3875","6.4000","6.3814","-0.08%"
"Sep 04, 2011","6.3882","6.3812","6.3948","6.3812","0.08%"
"Aug 28, 2011","6.3830","6.3865","6.3888","6.3775","-0.07%"
"Aug 21, 2011","6.3872","6.3916","6.4017","6.3851","-0.07%"
"Aug 14, 2011","6.3915","6.3895","6.4000","6.3820","0.03%"
"Aug 07, 2011","6.3897","6.4396","6.4436","6.3886","-0.79%"
"Jul 31, 2011","6.4406","6.4366","6.4457","6.4332","0.06%"
"Jul 24, 2011","6.4370","6.4465","6.4490","6.4370","-0.16%"
"Jul 17, 2011","6.4474","6.4625","6.4698","6.4445","-0.23%"
"Jul 10, 2011","6.4620","6.4650","6.4760","6.4557","-0.04%"
"Jul 03, 2011","6.4645","6.4645","6.4726","6.4603","-0.01%"
"Jun 26, 2011","6.4650","6.4731","6.4823","6.4626","-0.15%"
"Jun 19, 2011","6.4750","6.4670","6.4794","6.4620","0.06%"
"Jun 12, 2011","6.4710","6.4800","6.4880","6.4655","-0.14%"
"Jun 05, 2011","6.4803","6.4703","6.4826","6.4703","0.02%"
"May 29, 2011","6.4793","6.4902","6.4928","6.4778","-0.21%"
"May 22, 2011","6.4930","6.4920","6.5062","6.4869","0.00%"
"May 15, 2011","6.4930","6.4970","6.5105","6.4922","-0.08%"
"May 08, 2011","6.4980","6.4923","6.5040","6.4907","0.07%"
"May 01, 2011","6.4932","6.4902","6.5008","6.4902","0.03%"
"Apr 24, 2011","6.4910","6.5077","6.5329","6.4755","-0.25%"
"Apr 17, 2011","6.5072","6.5309","6.5340","6.4924","-0.39%"
"Apr 10, 2011","6.5327","6.5360","6.5472","6.5205","-0.04%"
"Apr 03, 2011","6.5353","6.5468","6.5503","6.5348","-0.19%"
"Mar 27, 2011","6.5478","6.5561","6.5650","6.5441","-0.14%"
"Mar 20, 2011","6.5571","6.5683","6.5692","6.5503","-0.19%"
"Mar 13, 2011","6.5694","6.5740","6.5773","6.5655","-0.08%"
"Mar 06, 2011","6.5745","6.5673","6.5773","6.5543","0.11%"
"Feb 27, 2011","6.5675","6.5745","6.5781","6.5580","-0.12%"
"Feb 20, 2011","6.5757","6.5738","6.5843","6.5548","0.03%"
"Feb 13, 2011","6.5735","6.5909","6.5976","6.5737","-0.28%"
"Feb 06, 2011","6.5918","6.5591","6.5934","6.5492","0.51%"
"Jan 30, 2011","6.5585","6.5870","6.6042","6.5555","-0.36%"
"Jan 23, 2011","6.5821","6.5827","6.5879","6.5742","-0.02%"
"Jan 16, 2011","6.5835","6.5869","6.5957","6.5804","-0.08%"
"Jan 09, 2011","6.5888","6.6282","6.6380","6.5882","-0.59%"
"Jan 02, 2011","6.6282","6.5901","6.6330","6.5901","0.57%"
"Dec 26, 2010","6.5906","6.6261","6.6339","6.5891","-0.55%"
"Dec 19, 2010","6.6271","6.6546","6.6800","6.6246","-0.43%"
"Dec 12, 2010","6.6555","6.6555","6.6675","6.6490","0.00%"
"Dec 05, 2010","6.6553","6.6623","6.6668","6.6433","-0.12%"
"Nov 28, 2010","6.6633","6.6700","6.6760","6.6495","-0.08%"
"Nov 21, 2010","6.6686","6.6405","6.6692","6.6374","0.43%"
"Nov 14, 2010","6.6401","6.6351","6.6515","6.6318","0.05%"
"Nov 07, 2010","6.6371","6.6551","6.6870","6.6181","-0.28%"
"Oct 31, 2010","6.6558","6.6703","6.6970","6.6502","-0.22%"
"Oct 24, 2010","6.6707","6.6560","6.6913","6.6524","0.18%"
"Oct 17, 2010","6.6589","6.6412","6.6630","6.6406","0.27%"
"Oct 10, 2010","6.6409","6.6704","6.6757","6.6401","-0.47%"
"Oct 03, 2010","6.6720","6.6905","6.6935","6.6699","-0.27%"
"Sep 26, 2010","6.6900","6.7040","6.7065","6.6820","-0.21%"
"Sep 19, 2010","6.7040","6.7235","6.7259","6.6984","-0.30%"
"Sep 12, 2010","6.7241","6.7687","6.7687","6.7191","-0.67%"
"Sep 05, 2010","6.7697","6.8021","6.8021","6.7631","-0.47%"
"Aug 29, 2010","6.8014","6.7965","6.8175","6.7965","0.05%"
"Aug 22, 2010","6.7980","6.7888","6.8028","6.7888","0.11%"
"Aug 15, 2010","6.7908","6.7953","6.8077","6.7864","-0.08%"
"Aug 08, 2010","6.7961","6.7705","6.8005","6.7658","0.41%"
"Aug 01, 2010","6.7683","6.7738","6.7764","6.7662","-0.08%"
"Jul 25, 2010","6.7740","6.7790","6.7816","6.7701","-0.09%"
"Jul 18, 2010","6.7804","6.7730","6.7824","6.7730","0.08%"
"Jul 11, 2010","6.7752","6.7717","6.7784","6.7702","0.03%"
"Jul 04, 2010","6.7729","6.7703","6.7813","6.7680","0.02%"
"Jun 27, 2010","6.7716","6.7902","6.8005","6.7695","-0.30%"
"Jun 20, 2010","6.7921","6.8270","6.8295","6.7862","-0.51%"
"Jun 13, 2010","6.8272","6.8315","6.8328","6.8260","-0.07%"
"Jun 06, 2010","6.8323","6.8283","6.8331","6.8262","0.05%"
"May 30, 2010","6.8287","6.8296","6.8321","6.8261","-0.03%"
"May 23, 2010","6.8308","6.8273","6.8325","6.8262","0.07%"
"May 16, 2010","6.8262","6.8260","6.8285","6.8259","-0.01%"
"May 09, 2010","6.8268","6.8255","6.8296","6.8255","0.02%"
"May 02, 2010","6.8257","6.8248","6.8281","6.8238","0.01%"
"Apr 25, 2010","6.8252","6.8265","6.8282","6.8250","-0.03%"
"Apr 18, 2010","6.8275","6.8252","6.8305","6.8252","0.03%"
"Apr 11, 2010","6.8255","6.8227","6.8268","6.8227","0.03%"
"Apr 04, 2010","6.8234","6.8254","6.8268","6.8230","-0.03%"
"Mar 28, 2010","6.8256","6.8264","6.8283","6.8250","-0.02%"
"Mar 21, 2010","6.8270","6.8254","6.8292","6.8254","0.01%"
"Mar 14, 2010","6.8266","6.8247","6.8270","6.8247","0.01%"
"Mar 07, 2010","6.8256","6.8261","6.8280","6.8249","-0.01%"
"Feb 28, 2010","6.8265","6.8258","6.8309","6.8255","0.01%"
"Feb 21, 2010","6.8261","6.8298","6.8323","6.8255","-0.04%"
"Feb 14, 2010","6.8291","6.8331","6.8331","6.8291","-0.06%"
"Feb 07, 2010","6.8334","6.8274","6.8354","6.8228","0.07%"
"Jan 31, 2010","6.8285","6.8271","6.8290","6.8248","0.02%"
"Jan 24, 2010","6.8269","6.8270","6.8270","6.8258","-0.00%"
"Jan 17, 2010","6.8270","6.8270","6.8278","6.8255","0.00%"
"Jan 10, 2010","6.8270","6.8269","6.8296","6.8233","-0.01%"
"Jan 03, 2010","6.8276","6.8286","6.8286","6.8248","0.01%"
"Dec 27, 2009","6.8270","6.8276","6.8335","6.8245","-0.01%"
"Dec 20, 2009","6.8274","6.8278","6.8296","6.8266","-0.01%"
"Dec 13, 2009","6.8281","6.8267","6.8311","6.8262","0.01%"
"Dec 06, 2009","6.8276","6.8268","6.8311","6.8260","0.01%"
"Nov 29, 2009","6.8266","6.8280","6.8290","6.8254","-0.03%"
"Nov 22, 2009","6.8284","6.8283","6.8336","6.8263","0.01%"
"Nov 15, 2009","6.8278","6.8282","6.8305","6.8247","0.02%"
"Nov 08, 2009","6.8263","6.8270","6.8287","6.8250","-0.02%"
"Nov 01, 2009","6.8274","6.8277","6.8300","6.8266","-0.00%"
"Oct 25, 2009","6.8275","6.8283","6.8359","6.8273","-0.01%"
"Oct 18, 2009","6.8285","6.8260","6.8299","6.8253","0.02%"
"Oct 11, 2009","6.8268","6.8255","6.8285","6.8226","0.02%"
